Positionx,Positiony,Velocityx,Velocityy
0.105,0.64,0.0151,0.105
0.105,0.647,0.0231,0.104
0.105,0.653,0.0304,0.103
0.105,0.66,0.037,0.104
0.105,0.667,0.0427,0.105
0.105,0.673,0.047,0.107
0.105,0.68,0.0498,0.109
0.105,0.687,0.0507,0.113
0.105,0.693,0.0498,0.116
0.105,0.7,0.0476,0.12
0.105,0.707,0.0444,0.123
0.105,0.713,0.0406,0.126
0.105,0.72,0.0364,0.129
0.105,0.727,0.0321,0.13
0.105,0.733,0.0282,0.131
0.105,0.74,0.025,0.132
0.105,0.747,0.0227,0.132
0.105,0.753,0.021,0.131
0.105,0.76,0.0198,0.13
0.105,0.767,0.019,0.13
0.105,0.773,0.0185,0.129
0.105,0.78,0.0181,0.128
0.105,0.787,0.0176,0.128
0.105,0.793,0.0168,0.127
0.105,0.8,0.0155,0.126
0.105,0.807,0.0139,0.126
0.105,0.813,0.0121,0.125
0.105,0.82,0.0104,0.124
0.105,0.827,0.00869,0.124
0.105,0.833,0.0069,0.124
0.105,0.84,0.00508,0.124
0.105,0.847,0.00335,0.124
0.105,0.853,0.00171,0.123
0.105,0.86,0.000174,0.123
0.105,0.867,-0.00101,0.122
0.105,0.873,-0.00131,0.12
0.105,0.88,-0.000121,0.118
0.105,0.887,0.00284,0.115
0.105,0.893,0.00728,0.113
0.105,0.9,0.0127,0.111
0.105,0.907,0.0185,0.109
0.105,0.913,0.0244,0.109
0.105,0.92,0.0296,0.108
0.105,0.927,0.034,0.109
0.105,0.933,0.0372,0.109
0.105,0.94,0.0391,0.111
0.105,0.947,0.0396,0.112
0.105,0.953,0.0391,0.113
0.105,0.96,0.0378,0.115
0.105,0.967,0.0358,0.116
0.105,0.973,0.0337,0.118
0.105,0.98,0.0315,0.119
0.105,0.987,0.0292,0.121
0.105,0.993,0.0266,0.123
0.105,1,0.0237,0.124
0.11,0,0.95,-0.372
0.11,0.00667,0.705,-0.0958
0.11,0.0133,0.344,0.0599
0.11,0.02,0.229,-0.00174
0.11,0.0267,0.231,0.0652
0.11,0.0333,0.232,0.086
0.11,0.04,0.222,0.109
0.11,0.0467,0.206,0.127
0.11,0.0533,0.184,0.141
0.11,0.06,0.159,0.15
0.11,0.0667,0.133,0.155
0.11,0.0733,0.108,0.156
0.11,0.08,0.0856,0.154
0.11,0.0867,0.0672,0.15
0.11,0.0933,0.0525,0.146
0.11,0.1,0.0408,0.141
0.11,0.107,0.0312,0.137
0.11,0.113,0.0227,0.135
0.11,0.12,0.0148,0.134
0.11,0.127,0.00718,0.133
0.11,0.133,-0.000393,0.134
0.11,0.14,-0.00787,0.135
0.11,0.147,-0.0151,0.137
0.11,0.153,-0.0218,0.141
0.11,0.16,-0.0282,0.145
0.11,0.167,-0.0344,0.153
0.11,0.173,-0.041,0.162
0.11,0.18,-0.0488,0.175
0.11,0.187,-0.0587,0.189
0.11,0.193,-0.0716,0.204
0.11,0.2,-0.0878,0.218
0.11,0.207,-0.107,0.23
0.11,0.213,-0.13,0.238
0.11,0.22,-0.155,0.243
0.11,0.227,-0.182,0.242
0.11,0.233,-0.209,0.236
0.11,0.24,-0.236,0.225
0.11,0.247,-0.261,0.211
0.11,0.253,-0.282,0.195
0.11,0.26,-0.299,0.177
0.11,0.267,-0.311,0.157
0.11,0.273,-0.316,0.137
0.11,0.28,-0.315,0.116
0.11,0.287,-0.308,0.0957
0.11,0.293,-0.295,0.0748
0.11,0.3,-0.278,0.0539
0.11,0.307,-0.256,0.0332
0.11,0.313,-0.23,0.0134
0.11,0.32,-0.201,-0.00531
0.11,0.327,-0.171,-0.0226
0.11,0.333,-0.14,-0.0386
0.11,0.34,-0.109,-0.0533
0.11,0.347,-0.0772,-0.0662
0.11,0.353,-0.0459,-0.0765
0.11,0.36,-0.0159,-0.0834
0.11,0.367,0.0123,-0.0865
0.11,0.373,0.0384,-0.0859
0.11,0.38,0.062,-0.0819
0.11,0.387,0.0828,-0.0747
0.11,0.393,0.1,-0.0645
0.11,0.4,0.115,-0.0519
0.11,0.407,0.126,-0.0372
0.11,0.413,0.134,-0.0213
0.11,0.42,0.138,-0.00453
0.11,0.427,0.14,0.0125
0.11,0.433,0.139,0.0294
0.11,0.44,0.135,0.0459
0.11,0.447,0.13,0.0614
0.11,0.453,0.123,0.0757
0.11,0.46,0.114,0.0885
0.11,0.467,0.104,0.0997
0.11,0.473,0.0925,0.109
0.11,0.48,0.0803,0.117
0.11,0.487,0.0675,0.124
0.11,0.493,0.0546,0.128
0.11,0.5,0.042,0.131
0.11,0.507,0.0299,0.133
0.11,0.513,0.0188,0.134
0.11,0.52,0.00893,0.134
0.11,0.527,0.000375,0.133
0.11,0.533,-0.0069,0.131
0.11,0.54,-0.013,0.128
0.11,0.547,-0.018,0.125
0.11,0.553,-0.0219,0.121
0.11,0.56,-0.0247,0.116
0.11,0.567,-0.0265,0.111
0.11,0.573,-0.0275,0.106
0.11,0.58,-0.0279,0.101
0.11,0.587,-0.0276,0.0959
0.11,0.593,-0.0264,0.0906
0.11,0.6,-0.024,0.0849
0.11,0.607,-0.0202,0.0791
0.11,0.613,-0.0148,0.0736
0.11,0.62,-0.00796,0.0687
0.11,0.627,-0.000263,0.0648
0.11,0.633,0.00768,0.0621
0.11,0.64,0.0154,0.0604
0.11,0.647,0.0226,0.0597
0.11,0.653,0.0291,0.0597
0.11,0.66,0.0349,0.0606
0.11,0.667,0.0398,0.0624
0.11,0.673,0.0435,0.0652
0.11,0.68,0.0458,0.0687
0.11,0.687,0.0464,0.0726
0.11,0.693,0.0455,0.0765
0.11,0.7,0.0434,0.0804
0.11,0.707,0.0405,0.0839
0.11,0.713,0.0372,0.087
0.11,0.72,0.0336,0.0896
0.11,0.727,0.0301,0.0913
0.11,0.733,0.0269,0.0923
0.11,0.74,0.0244,0.0926
0.11,0.747,0.0224,0.0925
0.11,0.753,0.0209,0.0923
0.11,0.76,0.0198,0.0919
0.11,0.767,0.0191,0.0915
0.11,0.773,0.0185,0.091
0.11,0.78,0.0181,0.0905
0.11,0.787,0.0176,0.0902
0.11,0.793,0.0167,0.0898
0.11,0.8,0.0154,0.0895
0.11,0.807,0.0138,0.089
0.11,0.813,0.0121,0.0884
0.11,0.82,0.0105,0.0876
0.11,0.827,0.00874,0.0869
0.11,0.833,0.0069,0.0863
0.11,0.84,0.00508,0.0856
0.11,0.847,0.00342,0.0849
0.11,0.853,0.00192,0.0839
0.11,0.86,0.00062,0.0825
0.11,0.867,-0.000243,0.0806
0.11,0.873,-0.000215,0.078
0.11,0.88,0.00119,0.0748
0.11,0.887,0.00408,0.0715
0.11,0.893,0.00816,0.0686
0.11,0.9,0.013,0.0664
0.11,0.907,0.0183,0.0651
0.11,0.913,0.0235,0.0645
0.11,0.92,0.0282,0.0648
0.11,0.927,0.032,0.0657
0.11,0.933,0.0348,0.0671
0.11,0.94,0.0363,0.0688
0.11,0.947,0.0367,0.0707
0.11,0.953,0.0362,0.0727
0.11,0.96,0.0349,0.0748
0.11,0.967,0.0332,0.0767
0.11,0.973,0.0313,0.0785
0.11,0.98,0.0294,0.0802
0.11,0.987,0.0273,0.082
0.11,0.993,0.025,0.0837
0.11,1,0.0222,0.0852
0.115,0,0.988,-0.389
0.115,0.00667,0.724,-0.0782
0.115,0.0133,0.341,0.0918
0.115,0.02,0.221,0.0144
0.115,0.0267,0.225,0.0873
0.115,0.0333,0.227,0.11
0.115,0.04,0.219,0.136
0.115,0.0467,0.203,0.158
0.115,0.0533,0.182,0.177
0.115,0.06,0.158,0.191
0.115,0.0667,0.134,0.202
0.115,0.0733,0.11,0.208
0.115,0.08,0.0897,0.21
0.115,0.0867,0.0719,0.21
0.115,0.0933,0.0573,0.209
0.115,0.1,0.0452,0.207
0.115,0.107,0.0348,0.206
0.115,0.113,0.0254,0.205
0.115,0.12,0.0168,0.205
0.115,0.127,0.00859,0.205
0.115,0.133,0.000544,0.207
0.115,0.14,-0.00738,0.208
0.115,0.147,-0.0151,0.21
0.115,0.153,-0.0226,0.213
0.115,0.16,-0.0299,0.217
0.115,0.167,-0.037,0.224
0.115,0.173,-0.0442,0.233
0.115,0.18,-0.0522,0.244
0.115,0.187,-0.0618,0.257
0.115,0.193,-0.0738,0.27
0.115,0.2,-0.0882,0.282
0.115,0.207,-0.105,0.292
0.115,0.213,-0.125,0.297
0.115,0.22,-0.146,0.298
0.115,0.227,-0.17,0.293
0.115,0.233,-0.193,0.282
0.115,0.24,-0.217,0.266
0.115,0.247,-0.239,0.245
0.115,0.253,-0.259,0.222
0.115,0.26,-0.275,0.196
0.115,0.267,-0.286,0.17
0.115,0.273,-0.291,0.142
0.115,0.28,-0.29,0.114
0.115,0.287,-0.283,0.0858
0.115,0.293,-0.272,0.0579
0.115,0.3,-0.255,0.0306
0.115,0.307,-0.235,0.00416
0.115,0.313,-0.21,-0.0209
0.115,0.32,-0.183,-0.0442
0.115,0.327,-0.155,-0.0655
0.115,0.333,-0.127,-0.0853
0.115,0.34,-0.0977,-0.104
0.115,0.347,-0.069,-0.12
0.115,0.353,-0.0409,-0.132
0.115,0.36,-0.0143,-0.141
0.115,0.367,0.0105,-0.146
0.115,0.373,0.0332,-0.147
0.115,0.38,0.0537,-0.144
0.115,0.387,0.0717,-0.137
0.115,0.393,0.0869,-0.127
0.115,0.4,0.0994,-0.114
0.115,0.407,0.109,-0.0994
0.115,0.413,0.116,-0.0827
0.115,0.42,0.12,-0.065
0.115,0.427,0.122,-0.0467
0.115,0.433,0.122,-0.0282
0.115,0.44,0.119,-0.0101
0.115,0.447,0.115,0.00725
0.115,0.453,0.109,0.0233
0.115,0.46,0.102,0.0379
0.115,0.467,0.0939,0.0511
0.115,0.473,0.0843,0.0625
0.115,0.48,0.0738,0.072
0.115,0.487,0.0626,0.0797
0.115,0.493,0.0511,0.0855
0.115,0.5,0.0396,0.0898
0.115,0.507,0.0287,0.0925
0.115,0.513,0.0186,0.0939
0.115,0.52,0.00951,0.0939
0.115,0.527,0.00163,0.0928
0.115,0.533,-0.00509,0.0906
0.115,0.54,-0.0107,0.0875
0.115,0.547,-0.0154,0.0836
0.115,0.553,-0.019,0.0789
0.115,0.56,-0.0216,0.0735
0.115,0.567,-0.0233,0.0679
0.115,0.573,-0.0243,0.0623
0.115,0.58,-0.0247,0.0568
0.115,0.587,-0.0244,0.0512
0.115,0.593,-0.0232,0.0452
0.115,0.6,-0.0209,0.0389
0.115,0.607,-0.0173,0.0325
0.115,0.613,-0.0123,0.0265
0.115,0.62,-0.00604,0.0214
0.115,0.627,0.000866,0.0173
0.115,0.633,0.00795,0.0146
0.115,0.64,0.0148,0.013
0.115,0.647,0.0211,0.0127
0.115,0.653,0.0268,0.0134
0.115,0.66,0.0318,0.015
0.115,0.667,0.0359,0.0176
0.115,0.673,0.039,0.0211
0.115,0.68,0.0408,0.0251
0.115,0.687,0.0412,0.0294
0.115,0.693,0.0403,0.0336
0.115,0.7,0.0384,0.0375
0.115,0.707,0.0359,0.041
0.115,0.713,0.0331,0.0441
0.115,0.72,0.0302,0.0466
0.115,0.727,0.0273,0.0482
0.115,0.733,0.0248,0.0491
0.115,0.74,0.0228,0.0495
0.115,0.747,0.0212,0.0497
0.115,0.753,0.0199,0.0497
0.115,0.76,0.0189,0.0497
0.115,0.767,0.0182,0.0497
0.115,0.773,0.0177,0.0497
0.115,0.78,0.0172,0.0497
0.115,0.787,0.0166,0.0498
0.115,0.793,0.0157,0.0498
0.115,0.8,0.0144,0.0498
0.115,0.807,0.0129,0.0494
0.115,0.813,0.0114,0.0488
0.115,0.82,0.00991,0.0479
0.115,0.827,0.00826,0.0469
0.115,0.833,0.00649,0.0458
0.115,0.84,0.00476,0.0445
0.115,0.847,0.00323,0.043
0.115,0.853,0.00192,0.0411
0.115,0.86,0.00086,0.0389
0.115,0.867,0.000286,0.0361
0.115,0.873,0.000588,0.0327
0.115,0.88,0.00209,0.0288
0.115,0.887,0.00478,0.0251
0.115,0.893,0.0084,0.0221
0.115,0.9,0.0127,0.02
0.115,0.907,0.0173,0.0189
0.115,0.913,0.0218,0.0188
0.115,0.92,0.0258,0.0195
0.115,0.927,0.029,0.021
0.115,0.933,0.0313,0.023
0.115,0.94,0.0325,0.0253
0.115,0.947,0.0328,0.0277
0.115,0.953,0.0323,0.0302
0.115,0.96,0.0312,0.0325
0.115,0.967,0.0298,0.0347
0.115,0.973,0.0282,0.0368
0.115,0.98,0.0266,0.0387
0.115,0.987,0.0249,0.0406
0.115,0.993,0.0229,0.0423
0.115,1,0.0204,0.0437
0.12,0,1.01,-0.405
0.12,0.00667,0.732,-0.0489
0.12,0.0133,0.337,0.144
0.12,0.02,0.214,0.0475
0.12,0.0267,0.214,0.125
0.12,0.0333,0.221,0.15
0.12,0.04,0.214,0.18
0.12,0.0467,0.199,0.207
0.12,0.0533,0.178,0.231
0.12,0.06,0.155,0.252
0.12,0.0667,0.133,0.268
0.12,0.0733,0.111,0.28
0.12,0.08,0.0917,0.288
0.12,0.0867,0.075,0.294
0.12,0.0933,0.0608,0.297
0.12,0.1,0.0486,0.299
0.12,0.107,0.0379,0.301
0.12,0.113,0.0281,0.302
0.12,0.12,0.0191,0.304
0.12,0.127,0.0105,0.305
0.12,0.133,0.00213,0.307
0.12,0.14,-0.00606,0.308
0.12,0.147,-0.0141,0.31
0.12,0.153,-0.0221,0.312
0.12,0.16,-0.03,0.315
0.12,0.167,-0.0377,0.32
0.12,0.173,-0.0453,0.327
0.12,0.18,-0.0532,0.336
0.12,0.187,-0.0622,0.346
0.12,0.193,-0.0729,0.356
0.12,0.2,-0.0855,0.364
0.12,0.207,-0.1,0.369
0.12,0.213,-0.116,0.37
0.12,0.22,-0.134,0.365
0.12,0.227,-0.154,0.354
0.12,0.233,-0.174,0.337
0.12,0.24,-0.194,0.313
0.12,0.247,-0.213,0.285
0.12,0.253,-0.231,0.254
0.12,0.26,-0.246,0.22
0.12,0.267,-0.256,0.185
0.12,0.273,-0.261,0.149
0.12,0.28,-0.26,0.113
0.12,0.287,-0.254,0.0771
0.12,0.293,-0.244,0.0417
0.12,0.3,-0.229,0.00754
0.12,0.307,-0.21,-0.0249
0.12,0.313,-0.188,-0.0553
0.12,0.32,-0.163,-0.0831
0.12,0.327,-0.137,-0.108
0.12,0.333,-0.111,-0.132
0.12,0.34,-0.0854,-0.153
0.12,0.347,-0.0597,-0.172
0.12,0.353,-0.035,-0.187
0.12,0.36,-0.0119,-0.197
0.12,0.367,0.00932,-0.203
0.12,0.373,0.0287,-0.205
0.12,0.38,0.046,-0.203
0.12,0.387,0.0611,-0.197
0.12,0.393,0.074,-0.187
0.12,0.4,0.0844,-0.175
0.12,0.407,0.0926,-0.16
0.12,0.413,0.0986,-0.143
0.12,0.42,0.103,-0.125
0.12,0.427,0.104,-0.106
0.12,0.433,0.104,-0.086
0.12,0.44,0.103,-0.0666
0.12,0.447,0.0993,-0.048
0.12,0.453,0.0949,-0.0304
0.12,0.46,0.0894,-0.0141
0.12,0.467,0.0826,0.000707
0.12,0.473,0.0747,0.0137
0.12,0.48,0.0659,0.0248
0.12,0.487,0.0563,0.0338
0.12,0.493,0.0463,0.0409
0.12,0.5,0.0362,0.0461
0.12,0.507,0.0265,0.0496
0.12,0.513,0.0176,0.0514
0.12,0.52,0.00951,0.0517
0.12,0.527,0.00248,0.0507
0.12,0.533,-0.00351,0.0485
0.12,0.54,-0.00855,0.0451
0.12,0.547,-0.0127,0.0408
0.12,0.553,-0.016,0.0356
0.12,0.56,-0.0184,0.0297
0.12,0.567,-0.02,0.0237
0.12,0.573,-0.021,0.0176
0.12,0.58,-0.0214,0.0115
0.12,0.587,-0.0212,0.00528
0.12,0.593,-0.02,-0.00144
0.12,0.6,-0.0178,-0.00846
0.12,0.607,-0.0145,-0.0154
0.12,0.613,-0.00993,-0.0217
0.12,0.62,-0.00443,-0.0271
0.12,0.627,0.00156,-0.0311
0.12,0.633,0.00766,-0.0339
0.12,0.64,0.0136,-0.0352
0.12,0.647,0.0191,-0.0352
0.12,0.653,0.0239,-0.0339
0.12,0.66,0.0281,-0.0316
0.12,0.667,0.0315,-0.0284
0.12,0.673,0.034,-0.0243
0.12,0.68,0.0354,-0.0199
0.12,0.687,0.0357,-0.0154
0.12,0.693,0.0349,-0.0111
0.12,0.7,0.0333,-0.00726
0.12,0.707,0.0312,-0.00376
0.12,0.713,0.0289,-0.000735
0.12,0.72,0.0265,0.00158
0.12,0.727,0.0243,0.00304
0.12,0.733,0.0225,0.00386
0.12,0.74,0.0208,0.00438
0.12,0.747,0.0194,0.00483
0.12,0.753,0.0182,0.00527
0.12,0.76,0.0173,0.00572
0.12,0.767,0.0167,0.00618
0.12,0.773,0.0163,0.00664
0.12,0.78,0.0158,0.00712
0.12,0.787,0.0151,0.0076
0.12,0.793,0.0142,0.00801
0.12,0.8,0.013,0.0082
0.12,0.807,0.0117,0.00801
0.12,0.813,0.0104,0.00735
0.12,0.82,0.00913,0.00636
0.12,0.827,0.00767,0.00514
0.12,0.833,0.00606,0.00362
0.12,0.84,0.00451,0.00175
0.12,0.847,0.00317,-0.000474
0.12,0.853,0.00205,-0.00303
0.12,0.86,0.00122,-0.00602
0.12,0.867,0.000904,-0.00956
0.12,0.873,0.00141,-0.0137
0.12,0.88,0.00289,-0.0179
0.12,0.887,0.00527,-0.0218
0.12,0.893,0.00837,-0.0247
0.12,0.9,0.012,-0.0265
0.12,0.907,0.0159,-0.0272
0.12,0.913,0.0197,-0.0269
0.12,0.92,0.023,-0.0256
0.12,0.927,0.0256,-0.0237
0.12,0.933,0.0274,-0.0212
0.12,0.94,0.0285,-0.0186
0.12,0.947,0.0287,-0.0158
0.12,0.953,0.0283,-0.0131
0.12,0.96,0.0274,-0.0104
0.12,0.967,0.0262,-0.00805
0.12,0.973,0.025,-0.00582
0.12,0.98,0.0237,-0.00367
0.12,0.987,0.0224,-0.00168
0.12,0.993,0.0207,3.36E-05
0.12,1,0.0186,0.00134
0.125,0,1.01,-0.407
0.125,0.00667,0.726,-0.0172
0.125,0.0133,0.331,0.202
0.125,0.02,0.204,0.0986
0.125,0.0267,0.198,0.18
0.125,0.0333,0.208,0.211
0.125,0.04,0.205,0.246
0.125,0.0467,0.191,0.279
0.125,0.0533,0.171,0.31
0.125,0.06,0.15,0.336
0.125,0.0667,0.129,0.359
0.125,0.0733,0.109,0.378
0.125,0.08,0.0915,0.393
0.125,0.0867,0.076,0.404
0.125,0.0933,0.0627,0.413
0.125,0.1,0.0509,0.42
0.125,0.107,0.0404,0.425
0.125,0.113,0.0307,0.429
0.125,0.12,0.0217,0.433
0.125,0.127,0.0131,0.435
0.125,0.133,0.0048,0.436
0.125,0.14,-0.00335,0.437
0.125,0.147,-0.0115,0.437
0.125,0.153,-0.0197,0.438
0.125,0.16,-0.0278,0.438
0.125,0.167,-0.0358,0.441
0.125,0.173,-0.0434,0.444
0.125,0.18,-0.0509,0.449
0.125,0.187,-0.059,0.455
0.125,0.193,-0.0683,0.459
0.125,0.2,-0.0789,0.462
0.125,0.207,-0.0907,0.46
0.125,0.213,-0.104,0.454
0.125,0.22,-0.118,0.442
0.125,0.227,-0.133,0.424
0.125,0.233,-0.15,0.398
0.125,0.24,-0.166,0.366
0.125,0.247,-0.183,0.329
0.125,0.253,-0.199,0.29
0.125,0.26,-0.213,0.247
0.125,0.267,-0.222,0.204
0.125,0.273,-0.226,0.159
0.125,0.28,-0.225,0.114
0.125,0.287,-0.22,0.07
0.125,0.293,-0.212,0.0267
0.125,0.3,-0.2,-0.0146
0.125,0.307,-0.183,-0.0532
0.125,0.313,-0.162,-0.0887
0.125,0.32,-0.14,-0.121
0.125,0.327,-0.117,-0.15
0.125,0.333,-0.0948,-0.177
0.125,0.34,-0.072,-0.201
0.125,0.347,-0.0496,-0.221
0.125,0.353,-0.0284,-0.237
0.125,0.36,-0.00895,-0.249
0.125,0.367,0.00877,-0.256
0.125,0.373,0.0248,-0.258
0.125,0.38,0.039,-0.257
0.125,0.387,0.0513,-0.251
0.125,0.393,0.0618,-0.242
0.125,0.4,0.0703,-0.23
0.125,0.407,0.077,-0.215
0.125,0.413,0.082,-0.198
0.125,0.42,0.0853,-0.18
0.125,0.427,0.087,-0.161
0.125,0.433,0.0871,-0.14
0.125,0.44,0.0858,-0.12
0.125,0.447,0.0833,-0.101
0.125,0.453,0.08,-0.0821
0.125,0.46,0.0757,-0.0645
0.125,0.467,0.0704,-0.0484
0.125,0.473,0.0641,-0.034
0.125,0.48,0.0569,-0.0217
0.125,0.487,0.0489,-0.0114
0.125,0.493,0.0405,-0.00322
0.125,0.5,0.032,0.00292
0.125,0.507,0.0237,0.00708
0.125,0.513,0.016,0.00941
0.125,0.52,0.00899,0.0101
0.125,0.527,0.00293,0.0093
0.125,0.533,-0.0022,0.00711
0.125,0.54,-0.00652,0.00369
0.125,0.547,-0.0101,-0.000855
0.125,0.553,-0.013,-0.00643
0.125,0.56,-0.0152,-0.0127
0.125,0.567,-0.0167,-0.0191
0.125,0.573,-0.0177,-0.0257
0.125,0.58,-0.018,-0.0324
0.125,0.587,-0.0177,-0.0394
0.125,0.593,-0.0166,-0.0469
0.125,0.6,-0.0145,-0.0546
0.125,0.607,-0.0115,-0.062
0.125,0.613,-0.00762,-0.0686
0.125,0.62,-0.00301,-0.0739
0.125,0.627,0.00196,-0.0779
0.125,0.633,0.00702,-0.0805
0.125,0.64,0.012,-0.0816
0.125,0.647,0.0166,-0.0812
0.125,0.653,0.0207,-0.0796
0.125,0.66,0.0242,-0.0768
0.125,0.667,0.027,-0.0731
0.125,0.673,0.029,-0.0687
0.125,0.68,0.03,-0.0641
0.125,0.687,0.0302,-0.0595
0.125,0.693,0.0296,-0.0553
0.125,0.7,0.0283,-0.0516
0.125,0.707,0.0266,-0.0481
0.125,0.713,0.0247,-0.0452
0.125,0.72,0.0229,-0.043
0.125,0.727,0.0213,-0.0416
0.125,0.733,0.0199,-0.0407
0.125,0.74,0.0185,-0.04
0.125,0.747,0.0172,-0.0392
0.125,0.753,0.0161,-0.0384
0.125,0.76,0.0154,-0.0376
0.125,0.767,0.0149,-0.0367
0.125,0.773,0.0146,-0.0358
0.125,0.78,0.0142,-0.0349
0.125,0.787,0.0135,-0.0341
0.125,0.793,0.0126,-0.0335
0.125,0.8,0.0115,-0.0332
0.125,0.807,0.0104,-0.0333
0.125,0.813,0.00939,-0.0339
0.125,0.82,0.00835,-0.0349
0.125,0.827,0.00714,-0.0363
0.125,0.833,0.00578,-0.0382
0.125,0.84,0.00447,-0.0405
0.125,0.847,0.00332,-0.0433
0.125,0.853,0.0024,-0.0464
0.125,0.86,0.00181,-0.0499
0.125,0.867,0.00175,-0.054
0.125,0.873,0.00238,-0.0585
0.125,0.88,0.00371,-0.0629
0.125,0.887,0.0057,-0.0666
0.125,0.893,0.00828,-0.0692
0.125,0.9,0.0113,-0.0706
0.125,0.907,0.0146,-0.0709
0.125,0.913,0.0176,-0.0701
0.125,0.92,0.0203,-0.0685
0.125,0.927,0.0223,-0.0662
0.125,0.933,0.0237,-0.0636
0.125,0.94,0.0245,-0.0608
0.125,0.947,0.0247,-0.0578
0.125,0.953,0.0244,-0.0549
0.125,0.96,0.0236,-0.0521
0.125,0.967,0.0226,-0.0495
0.125,0.973,0.0217,-0.047
0.125,0.98,0.0209,-0.0447
0.125,0.987,0.0199,-0.0426
0.125,0.993,0.0187,-0.0408
0.125,1,0.017,-0.0396
0.13,0,0.993,-0.401
0.13,0.00667,0.706,0.0219
0.13,0.0133,0.315,0.277
0.13,0.02,0.188,0.175
0.13,0.0267,0.174,0.258
0.13,0.0333,0.188,0.295
0.13,0.04,0.187,0.335
0.13,0.0467,0.176,0.376
0.13,0.0533,0.158,0.413
0.13,0.06,0.14,0.447
0.13,0.0667,0.121,0.476
0.13,0.0733,0.104,0.502
0.13,0.08,0.0884,0.523
0.13,0.0867,0.0747,0.54
0.13,0.0933,0.0627,0.554
0.13,0.1,0.052,0.566
0.13,0.107,0.0423,0.575
0.13,0.113,0.0333,0.581
0.13,0.12,0.0249,0.586
0.13,0.127,0.0169,0.589
0.13,0.133,0.00911,0.59
0.13,0.14,0.00148,0.589
0.13,0.147,-0.00618,0.588
0.13,0.153,-0.014,0.585
0.13,0.16,-0.0221,0.582
0.13,0.167,-0.0299,0.58
0.13,0.173,-0.0372,0.578
0.13,0.18,-0.0439,0.577
0.13,0.187,-0.0507,0.576
0.13,0.193,-0.0584,0.573
0.13,0.2,-0.0669,0.568
0.13,0.207,-0.0762,0.558
0.13,0.213,-0.0862,0.544
0.13,0.22,-0.097,0.524
0.13,0.227,-0.109,0.497
0.13,0.233,-0.121,0.462
0.13,0.24,-0.134,0.422
0.13,0.247,-0.148,0.376
0.13,0.253,-0.162,0.328
0.13,0.26,-0.174,0.277
0.13,0.267,-0.183,0.224
0.13,0.273,-0.186,0.171
0.13,0.28,-0.185,0.117
0.13,0.287,-0.181,0.0648
0.13,0.293,-0.175,0.0136
0.13,0.3,-0.165,-0.035
0.13,0.307,-0.151,-0.0796
0.13,0.313,-0.133,-0.12
0.13,0.32,-0.114,-0.156
0.13,0.327,-0.0952,-0.188
0.13,0.333,-0.0763,-0.218
0.13,0.34,-0.0572,-0.244
0.13,0.347,-0.0384,-0.265
0.13,0.353,-0.0209,-0.282
0.13,0.36,-0.00507,-0.294
0.13,0.367,0.00916,-0.301
0.13,0.373,0.0219,-0.303
0.13,0.38,0.0331,-0.302
0.13,0.387,0.0428,-0.297
0.13,0.393,0.0511,-0.288
0.13,0.4,0.0578,-0.276
0.13,0.407,0.0631,-0.261
0.13,0.413,0.067,-0.245
0.13,0.42,0.0696,-0.227
0.13,0.427,0.071,-0.207
0.13,0.433,0.0711,-0.187
0.13,0.44,0.0702,-0.167
0.13,0.447,0.0683,-0.147
0.13,0.453,0.0658,-0.128
0.13,0.46,0.0626,-0.109
0.13,0.467,0.0586,-0.0923
0.13,0.473,0.0537,-0.0771
0.13,0.48,0.048,-0.0638
0.13,0.487,0.0416,-0.0526
0.13,0.493,0.0348,-0.0435
0.13,0.5,0.0279,-0.0366
0.13,0.507,0.0211,-0.0318
0.13,0.513,0.0146,-0.029
0.13,0.52,0.00877,-0.028
0.13,0.527,0.00374,-0.0286
0.13,0.533,-0.000456,-0.0307
0.13,0.54,-0.00397,-0.0341
0.13,0.547,-0.00696,-0.0388
0.13,0.553,-0.00947,-0.0446
0.13,0.56,-0.0114,-0.0512
0.13,0.567,-0.0128,-0.058
0.13,0.573,-0.0135,-0.0651
0.13,0.58,-0.0137,-0.0724
0.13,0.587,-0.0133,-0.0802
0.13,0.593,-0.0122,-0.0884
0.13,0.6,-0.0104,-0.0965
0.13,0.607,-0.00782,-0.104
0.13,0.613,-0.0046,-0.111
0.13,0.62,-0.000953,-0.116
0.13,0.627,0.00295,-0.12
0.13,0.633,0.00696,-0.122
0.13,0.64,0.0109,-0.123
0.13,0.647,0.0147,-0.122
0.13,0.653,0.0181,-0.12
0.13,0.66,0.021,-0.117
0.13,0.667,0.0233,-0.113
0.13,0.673,0.0248,-0.109
0.13,0.68,0.0255,-0.104
0.13,0.687,0.0256,-0.0999
0.13,0.693,0.0251,-0.0959
0.13,0.7,0.0241,-0.0923
0.13,0.707,0.0227,-0.089
0.13,0.713,0.0213,-0.0861
0.13,0.72,0.02,-0.0839
0.13,0.727,0.0189,-0.0825
0.13,0.733,0.0178,-0.0814
0.13,0.74,0.0167,-0.0803
0.13,0.747,0.0154,-0.0792
0.13,0.753,0.0144,-0.0782
0.13,0.76,0.0138,-0.077
0.13,0.767,0.0135,-0.0759
0.13,0.773,0.0134,-0.0747
0.13,0.78,0.013,-0.0735
0.13,0.787,0.0124,-0.0725
0.13,0.793,0.0116,-0.0718
